NA19042 female SAME125242 AFR
NA19207 male SAME122984 AFR
NA19066 male SAME123008 EAS
NA19086 male SAME123366 EAS
NA19078 female SAME122824 EAS
NA19093 female SAME123172 AFR
NA19080 female SAME125313 EAS
NA19085 male SAME123365 EAS
NA19137 female SAME125235 AFR
NA19054 female SAME125028 EAS
NA19098 male SAME123633 AFR
NA19059 female SAME125023 EAS
NA18998 female SAME124891 EAS
NA19074 female SAME122817 EAS
NA19004 male SAME124473 EAS
NA19079 male SAME122823 EAS
NA18986 male SAME125069 EAS
NA19081 female SAME123369 EAS
NA18993 female SAME124894 EAS
NA19175 male SAME124887 AFR
NA19198 male SAME124049 AFR
NA19062 male SAME123005 EAS
NA19201 female SAME122990 AFR
NA19067 male SAME123835 EAS
NA19206 female SAME122983 AFR
NA19238 female SAME124999 AFR
NA19240 female SAME123688 AFR
NA19256 male SAME124707 AFR
NA19307 male SAME124981 AFR
NA19257 female SAME123495 AFR
NA19143 female SAME124609 AFR
NA19308 male SAME124985 AFR
NA19310 female SAME123449 AFR
NA19129 female SAME125021 AFR
NA19396 female SAME124491 AFR
NA19131 female SAME125230 AFR
NA19404 female SAME123637 AFR
NA19225 female SAME125218 AFR
NA19428 male SAME124036 AFR
NA19430 male SAME123854 AFR
NA19213 male SAME125384 AFR
NA19214 female SAME125386 AFR
NA19150 male SAME124838 AFR
NA19327 female SAME123473 AFR
NA19314 female SAME123309 AFR
NA19334 male SAME123722 AFR
NA19319 male SAME123438 AFR
NA19346 male SAME124341 AFR
NA19472 female SAME123120 AFR
NA19384 male SAME124272 AFR
NA19648 female SAME123307 AMR
NA19391 female SAME124494 AFR
NA19360 male SAME124915 AFR
NA19434 female SAME123850 AFR
NA19372 male SAME125100 AFR
NA19439 female SAME123847 AFR
NA19377 female SAME124470 AFR
NA19655 male SAME124980 AMR
NA19435 female SAME123849 AFR
NA19315 female SAME123310 AFR
NA19446 female SAME122949 AFR
NA19625 female SAME123655 AFR
NA19453 male SAME125413 AFR
NA19649 male SAME123442 AMR
NA19651 female SAME123123 AMR
NA19371 male SAME125111 AFR
NA19376 male SAME124469 AFR
NA19707 female SAME124234 AFR
NA19383 male SAME124273 AFR
NA19390 female SAME124493 AFR
NA19719 female SAME124445 AMR
NA19321 female SAME124569 AFR
NA19338 female SAME123274 AFR
NA19395 female SAME124490 AFR
NA19740 female SAME124719 AMR
NA19403 female SAME123636 AFR
NA19682 male SAME122935 AMR
NA19679 male SAME122796 AMR
NA19681 female SAME122938 AMR
NA19726 male SAME124692 AMR
NA19663 female SAME122961 AMR
NA19756 male SAME123696 AMR
NA19670 male SAME122795 AMR
NA19675 female SAME122791 AMR
NA19770 female SAME124068 AMR
NA19466 male SAME123294 AFR
NA19473 female SAME123119 AFR
NA19720 male SAME124118 AMR
NA19454 male SAME125412 AFR
NA19725 female SAME124689 AMR
NA19461 male SAME123298 AFR
NA19701 female SAME124232 AFR
NA19923 female SAME124710 AFR
NA19713 female SAME124448 AFR
NA19985 female SAME123900 AFR
NA19749 female SAME124726 AMR
NA20127 female SAME122884 AFR
NA19788 female SAME123153 AMR
NA19794 female SAME123328 AMR
NA19795 male SAME123329 AMR
NA19834 male SAME125030 AFR
NA19782 female SAME123145 AMR
NA19904 male SAME125047 AFR
NA19732 male SAME124778 AMR
NA19909 female SAME125052 AFR
NA19737 female SAME124872 AMR
NA19776 female SAME124062 AMR
NA19819 female SAME124676 AFR
NA19783 male SAME123144 AMR
NA20289 female SAME124579 AFR
NA19764 female SAME123898 AMR
NA20291 male SAME124373 AFR
NA19771 male SAME124069 AMR
NA20296 female SAME124380 AFR
NA19752 female SAME123700 AMR
NA20359 female SAME124601 AFR
NA20361 female SAME124785 AFR
NA20278 male SAME123617 AFR
NA20412 female SAME124002 AFR
NA20126 male SAME122885 AFR
NA19916 male SAME125271 AFR
NA19922 male SAME124711 AFR
NA19984 male SAME124287 AFR
NA20362 male SAME124788 AFR
NA20342 male SAME124398 AFR
NA20502 female SAME124358 EUR
NA19908 male SAME125053 AFR
NA20519 male SAME123179 EUR
NA20521 male SAME124018 EUR
NA20506 female SAME124362 EUR
NA20526 female SAME124014 EUR
NA20348 male SAME124407 AFR
NA20809 male SAME125359 EUR
NA20355 female SAME124597 AFR
NA20811 male SAME123069 EUR
NA20336 female SAME124194 AFR
NA20816 male SAME125186 EUR
NA20513 male SAME124561 EUR
NA20518 male SAME123178 EUR
NA20317 female SAME123943 AFR
NA20520 male SAME124019 EUR
NA20538 male SAME124163 EUR
NA20582 female SAME123474 EUR
NA20540 female SAME125148 EUR
NA20587 female SAME123481 EUR
NA20507 female SAME124361 EUR
NA20753 female SAME124178 EUR
NA20514 female SAME124558 EUR
NA20537 male SAME124168 EUR
NA20588 male SAME122866 EUR
NA20544 male SAME125146 EUR
NA20754 male SAME124173 EUR
NA20758 male SAME125117 EUR
NA20533 female SAME124172 EUR
NA20760 female SAME124364 EUR
NA20785 male SAME123611 EUR
NA20525 male SAME124015 EUR
NA20792 male SAME123817 EUR
NA20532 male SAME124171 EUR
NA20797 female SAME123820 EUR
NA20765 male SAME124367 EUR
NA20772 female SAME124574 EUR
NA20881 female SAME124531 SAS
NA20796 male SAME123819 EUR
NA20886 female SAME123878 SAS
NA20804 female SAME125224 EUR
NA20759 male SAME125094 EUR
NA20828 female SAME123076 EUR
NA20761 female SAME124363 EUR
NA20847 female SAME123432 SAS
NA20766 female SAME124370 EUR
NA20897 male SAME123664 SAS
NA20829 male SAME123077 EUR
NA20900 female SAME122920 SAS
NA20831 male SAME122893 EUR
NA20905 male SAME122915 SAS
NA20850 male SAME123246 SAS
NA21092 male SAME123322 SAS
NA20773 female SAME124575 EUR
NA21097 female SAME123319 SAS
NA20778 male SAME124571 EUR
NA21100 male SAME124440 SAS
NA20800 female SAME125364 EUR
NA20854 female SAME123248 SAS
NA20805 male SAME125361 EUR
NA20859 female SAME123249 SAS
NA20874 female SAME123597 SAS
NA20861 male SAME123807 SAS
NA20862 female SAME123804 SAS
NA21117 male SAME124185 SAS
NA20867 male SAME123809 SAS
NA21124 male SAME124024 SAS
NA20812 male SAME125190 EUR
NA21105 male SAME124437 SAS
NA20893 female SAME123668 SAS
NA21112 male SAME124182 SAS
NA20898 male SAME123141 SAS
NA20866 male SAME123808 SAS
NA21113 male SAME124181 SAS
NA20873 male SAME122841 SAS
NA21118 male SAME123585 SAS
NA20878 female SAME123595 SAS
NA21120 female SAME124028 SAS
NA20885 male SAME124525 SAS
NA21098 male SAME123324 SAS
NA20892 female SAME123109 SAS
NA21101 female SAME124441 SAS
NA21106 female SAME124434 SAS
NA21086 female SAME123139 SAS
NA21093 male SAME123323 SAS
NA20901 male SAME122919 SAS
NA20906 female SAME122918 SAS
NA21129 male SAME124023 SAS
NA21137 female SAME124038 SAS
NA21143 female SAME123359 SAS
NA21144 female SAME124511 SAS
NA21125 female SAME124025 SAS
HG00114 male SAME125343 EUR
HG00119 male SAME125348 EUR
HG00097 female SAME123267 EUR
HG00121 female SAME122873 EUR
HG00100 female SAME125154 EUR
HG00102 female SAME123945 EUR
HG00155 male SAME124588 EUR
HG00107 male SAME123947 EUR
HG00174 female SAME124958 EUR
HG00099 female SAME123271 EUR
HG00117 male SAME125346 EUR
HG00188 male SAME123641 EUR
HG00124 female SAME122870 EUR
HG00137 female SAME123066 EUR
HG00190 male SAME123856 EUR
HG00244 male SAME123217 EUR
HG00144 female SAME124392 EUR
HG00234 male SAME124123 EUR
HG00249 female SAME123227 EUR
HG00113 male SAME125342 EUR
HG00253 female SAME123051 EUR
HG00251 male SAME123053 EUR
HG00118 female SAME125347 EUR
HG00258 female SAME123057 EUR
HG00179 female SAME124965 EUR
HG00120 female SAME122874 EUR
HG00260 male SAME123582 EUR
HG00181 male SAME123644 EUR
HG00125 female SAME122869 EUR
HG00126 male SAME122872 EUR
HG00186 male SAME123647 EUR
HG00132 female SAME123061 EUR
HG00133 female SAME123062 EUR
HG00136 male SAME123065 EUR
HG00149 male SAME124387 EUR
HG00138 male SAME123059 EUR
HG00143 male SAME124393 EUR
HG00151 male SAME124592 EUR
HG00140 male SAME124396 EUR
HG00148 male SAME124388 EUR
HG00098 male SAME123272 EUR
HG00157 male SAME124590 EUR
HG00150 female SAME124591 EUR
HG00101 male SAME125153 EUR
HG00171 female SAME124961 EUR
HG00129 male SAME122867 EUR
HG00106 female SAME123948 EUR
HG00145 male SAME124391 EUR
HG00131 male SAME123064 EUR
HG00288 female SAME1839246 EUR
HG00152 male SAME124593 EUR
HG00105 male SAME123949 EUR
HG00290 male SAME1839057 EUR
HG00239 female SAME124130 EUR
HG00112 male SAME125341 EUR
HG00246 male SAME123219 EUR
HG00232 female SAME124128 EUR
HG00308 male SAME124161 EUR
HG00176 female SAME124956 EUR
HG00237 female SAME124124 EUR
HG00310 male SAME124338 EUR
HG00183 male SAME123642 EUR
HG00319 female SAME124334 EUR
HG00264 male SAME123578 EUR
HG00265 male SAME123579 EUR
HG00321 male SAME123796 EUR
HG00269 female SAME123575 EUR
HG00380 female SAME123031 EUR
HG00326 female SAME123792 EUR
HG00271 male SAME123417 EUR
HG00357 female SAME125124 EUR
HG00233 female SAME124127 EUR
HG00328 female SAME123799 EUR
HG00364 female SAME124543 EUR
HG00238 female SAME124131 EUR
HG00330 female SAME123985 EUR
HG00369 male SAME124534 EUR
HG00240 female SAME123221 EUR
HG00335 male SAME123982 EUR
HG00268 female SAME123574 EUR
HG00245 female SAME123218 EUR
HG00284 male SAME122835 EUR
HG00270 female SAME123418 EUR
HG00252 male SAME123052 EUR
HG00304 female SAME1840118 EUR
HG00256 male SAME123048 EUR
HG00315 female SAME124335 EUR
HG00309 female SAME124160 EUR
HG00263 female SAME123581 EUR
HG00327 female SAME123791 EUR
HG00359 female SAME125127 EUR
HG00371 male SAME124747 EUR
HG00182 male SAME123643 EUR
HG00361 female SAME124538 EUR
HG00376 female SAME124751 EUR
HG00187 male SAME123646 EUR
HG00366 male SAME124541 EUR
HG00275 female SAME123421 EUR
HG00257 female SAME123047 EUR
HG00373 female SAME124749 EUR
HG00282 female SAME122833 EUR
HG00156 male SAME123276 EUR
HG00378 female SAME124745 EUR
HG00345 male SAME124919 EUR
HG00276 female SAME123424 EUR
HG00311 male SAME124339 EUR
HG00338 male SAME123990 EUR
HG00512 male SAME123525 EAS
HG00323 female SAME123795 EUR
HG00524 male SAME123724 EAS
HG00272 female SAME123420 EUR
HG00559 male SAME124248 EAS
HG00531 female SAME125381 EAS
HG00277 male SAME123423 EUR
HG00536 male SAME124344 EAS
HG00342 male SAME124924 EUR
HG00566 female SAME125048 EAS
HG00578 female SAME123528 EAS
HG00473 female SAME123338 EAS
HG00501 female SAME123362 EAS
HG00580 male SAME124832 EAS
HG00478 male SAME123335 EAS
HG00513 female SAME123526 EAS
HG00383 female SAME123032 EUR
HG00525 female SAME123242 EAS
HG00403 male SAME123160 EAS
HG00500 male SAME123363 EAS
HG00436 male SAME125262 EAS
HG00410 female SAME1839734 EAS
HG00443 female SAME124920 EAS
HG00542 male SAME124352 EAS
HG00428 female SAME122811 EAS
HG00448 male SAME124200 EAS
HG00554 female SAME123969 AMR
HG00442 male SAME124912 EAS
HG00358 male SAME125126 EUR
HG00614 female SAME125195 EAS
HG00472 male SAME123339 EAS
HG00360 male SAME124539 EUR
HG00619 male SAME125193 EAS
HG00365 female SAME124542 EUR
HG00422 female SAME122809 EAS
HG00384 female SAME123034 EUR
HG00626 female SAME123078 EAS
HG00427 male SAME122806 EAS
HG00404 female SAME123158 EAS
HG00537 female SAME124345 EAS
HG00530 male SAME124356 EAS
HG00409 male SAME1840026 EAS
HG00334 female SAME123981 EUR
HG00551 female SAME124252 AMR
HG00446 female SAME123880 EAS
HG00339 female SAME123991 EUR
HG00341 male SAME124922 EUR
HG00479 female SAME123334 EAS
HG00458 female SAME125278 EAS
HG00346 female SAME125264 EUR
HG00556 male SAME123971 EAS
HG00353 female SAME125120 EUR
HG00599 female SAME1839802 EAS
HG00592 male SAME125011 EAS
HG00372 male SAME124748 EUR
HG00607 male SAME125373 EAS
HG00377 female SAME124752 EUR
HG00732 female SAME125396 AMR
HG00699 female SAME123165 EAS
HG00657 female SAME123255 EAS
HG00737 female SAME125416 AMR
HG00702 female SAME122934 EAS
HG00693 female SAME123683 EAS
HG00656 male SAME123233 EAS
HG00671 male SAME123604 EAS
HG00698 male SAME123693 EAS
HG00663 female SAME123813 EAS
HG00701 male SAME122931 EAS
HG00675 female SAME1840076 EAS
HG00683 male SAME123892 EAS
HG00650 male SAME123254 EAS
HG00620 female SAME123081 EAS
HG00690 female SAME123686 EAS
HG00625 male SAME123080 EAS
HG00638 female SAME123652 AMR
HG00662 male SAME123812 EAS
HG00543 female SAME122857 EAS
HG00640 male SAME123434 AMR
HG00674 male SAME1840080 EAS
HG00629 female SAME123086 EAS
HG00708 female SAME122940 EAS
HG00631 male SAME1839060 EAS
HG00581 female SAME124831 EAS
HG01047 male SAME123166 AMR
HG00632 female SAME1839151 EAS
HG01054 male SAME123663 AMR
HG01052 female SAME123368 AMR
HG00637 male SAME123710 AMR
HG00739 male SAME125113 AMR
HG00598 male SAME1839713 EAS
HG00613 male SAME125196 EAS
HG01061 female SAME122821 AMR
HG00864 female SAME123547 EAS
HG00593 female SAME125012 EAS
HG01066 male SAME124294 AMR
HG00651 female SAME123966 EAS
HG00866 male SAME123549 EAS
HG01108 female SAME123103 AMR
HG00733 female SAME125399 AMR
HG01028 male SAME123524 EAS
HG01110 male SAME123487 AMR
HG00734 female SAME123016 AMR
HG01064 female SAME1839759 AMR
HG00740 female SAME124834 AMR
HG01069 male SAME122825 AMR
HG01111 female SAME123486 AMR
HG01251 female SAME125282 AMR
HG01256 male SAME125287 AMR
HG01130 male SAME1839995 AMR
HG01148 male SAME124424 AMR
HG01191 female SAME123651 AMR
HG01058 female SAME1840086 AMR
HG01162 female SAME1839707 AMR
HG01088 male SAME1839361 AMR
HG01060 male SAME123015 AMR
HG01097 male SAME122924 AMR
HG01104 male SAME123672 AMR
HG01095 female SAME122926 AMR
HG01105 female SAME123673 AMR
HG01134 female SAME123887 AMR
HG00978 female SAME124727 EAS
HG01073 female SAME124095 AMR
HG01139 male SAME123876 AMR
HG01046 female SAME123167 EAS
HG01080 female SAME125333 AMR
HG01089 female SAME1839432 AMR
HG01085 male SAME125391 AMR
HG01177 female SAME124620 AMR
HG01112 male SAME123485 AMR
HG01083 female SAME125397 AMR
HG01077 female SAME1839581 AMR
HG01124 male SAME124053 AMR
HG01122 female SAME1840203 AMR
HG01131 female SAME1839985 AMR
HG00707 male SAME122929 EAS
HG01136 male SAME123889 AMR
HG01254 female SAME125285 AMR
HG01072 male SAME124091 AMR
HG01167 male SAME124798 AMR
HG01259 male SAME125280 AMR
HG01205 female SAME124296 AMR
HG01174 female SAME124619 AMR
HG01198 female SAME125228 AMR
HG01348 female SAME124864 AMR
HG01248 female SAME125058 AMR
HG01350 male SAME124684 AMR
HG01250 male SAME125281 AMR
HG01092 female SAME1839489 AMR
HG01369 female SAME1839124 AMR
HG01204 male SAME124297 AMR
HG01197 male SAME124237 AMR
HG01242 female SAME125064 AMR
HG01200 male SAME1840109 AMR
HG01383 male SAME122971 AMR
HG01247 male SAME125067 AMR
HG01274 male SAME123001 AMR
HG01390 female SAME122805 AMR
HG01395 male SAME1840207 AMR
HG01278 female SAME123003 AMR
HG01281 female SAME1839107 AMR
HG01280 male SAME1839113 AMR
HG01325 male SAME1839604 AMR
HG01441 female SAME123236 AMR
HG01374 male SAME124291 AMR
HG01344 male SAME124862 AMR
HG01345 female SAME124863 AMR
HG01173 male SAME124624 AMR
HG01362 male SAME1839066 AMR
HG01357 female SAME124681 AMR
HG01286 male SAME1839176 AMR
HG01393 female SAME1840222 AMR
HG01403 female SAME1839867 AMR
HG01398 male SAME1839950 AMR
HG01142 male SAME1839731 AMR
HG01305 male SAME1840020 AMR
HG01161 male SAME1839615 AMR
HG01275 female SAME123002 AMR
HG01312 female SAME1839791 AMR
HG01302 male SAME1840038 AMR
HG01326 female SAME1839598 AMR
HG01414 female SAME1839703 AMR
HG01413 male SAME1839612 AMR
HG01504 female SAME124945 EUR
HG01432 female SAME1839256 AMR
HG01438 female SAME124971 AMR
HG01566 female SAME124564 AMR
HG01437 male SAME124966 AMR
HG01488 male SAME123973 AMR
HG01578 female SAME124351 AMR
HG01495 female SAME124136 AMR
HG01507 female SAME124948 EUR
HG01489 female SAME123972 AMR
HG01519 female SAME124765 EUR
HG01351 female SAME124683 AMR
HG01491 male SAME124140 AMR
HG01521 male SAME125324 EUR
HG01356 male SAME124682 AMR
HG01509 male SAME124940 EUR
HG01440 male SAME123237 AMR
HG01456 female SAME123427 AMR
HG01516 female SAME124773 EUR
HG01465 female SAME122882 AMR
HG01494 male SAME124135 AMR
HG01464 male SAME122883 AMR
HG01528 female SAME125329 EUR
HG01468 female SAME1840382 AMR
HG01530 male SAME125137 EUR
HG01402 male SAME1839873 AMR
HG01597 female SAME125226 EAS
HG01444 female SAME1839026 AMR
HG01375 female SAME124290 AMR
HG01363 female SAME1839059 AMR
HG01600 female SAME123456 EAS
HG01605 female SAME123459 EUR
HG01571 male SAME124346 AMR
HG01503 male SAME124944 EUR
HG01624 male SAME123840 EUR
HG01583 male SAME1839895 SAS
HG01565 male SAME124566 AMR
HG01709 male SAME123229 EUR
HG01572 female SAME124705 AMR
HG01631 male SAME124035 EUR
HG01577 male SAME124349 AMR
HG01756 male SAME124988 EUR
HG01747 male SAME125181 EUR
HG01603 male SAME123453 EUR
HG01510 female SAME124771 EUR
HG01768 female SAME1839665 EUR
HG01608 male SAME123462 EUR
HG01515 male SAME124774 EUR
HG01679 female SAME123293 EUR
HG01610 male SAME123623 EUR
HG01522 female SAME125321 EUR
HG01672 male SAME123288 EUR
HG01527 male SAME125326 EUR
HG01686 male SAME124658 EUR
HG01612 female SAME123625 EUR
HG01684 female SAME124660 EUR
HG01623 female SAME123845 EUR
HG01617 male SAME123630 EUR
HG01673 female SAME123289 EUR
HG01770 female SAME124638 EUR
HG01615 male SAME123628 EUR
HG01678 male SAME123292 EUR
HG01775 male SAME124633 EUR
HG01628 female SAME123837 EUR
HG01630 male SAME124034 EUR
HG01595 female SAME123569 EAS
HG01589 male SAME1839859 SAS
HG01704 female SAME123265 EUR
HG01596 male SAME125227 EAS
HG01874 female SAME123396 EAS
HG01879 male SAME1839037 AFR
HG01794 female SAME124218 EAS
HG01886 female SAME122847 AFR
HG01779 female SAME124629 EUR
HG01883 female SAME122848 AFR
HG01893 female SAME123027 AMR
HG01781 male SAME124921 EUR
HG01785 male SAME1839313 EUR
HG01680 male SAME124656 EUR
HG01890 male SAME123028 AFR
HG01797 female SAME124219 EAS
HG01685 female SAME124659 EUR
HG01773 female SAME124635 EUR
HG01697 female SAME1839223 EUR
HG01927 female SAME123784 AMR
HG01762 female SAME124811 EUR
HG01767 male SAME1839671 EUR
HG01915 female SAME1839757 AFR
HG01812 female SAME124517 EAS
HG01700 male SAME123261 EUR
HG01799 female SAME124227 EAS
HG01817 female SAME124522 EAS
HG01705 male SAME123266 EUR
HG01802 female SAME124307 EAS
HG01843 female SAME123553 EAS
HG01798 female SAME124228 EAS
HG01807 female SAME124303 EAS
HG01761 male SAME124810 EUR
HG01801 female SAME124305 EAS
HG01857 female SAME123748 EAS
HG01766 female SAME1839673 EUR
HG01806 female SAME124304 EAS
HG01864 male SAME123197 EAS
HG01848 female SAME123548 EAS
HG01813 female SAME124518 EAS
HG01845 female SAME123555 EAS
HG01850 female SAME123752 EAS
HG01844 male SAME123556 EAS
HG01852 male SAME123750 EAS
HG01855 female SAME123749 EAS
HG01849 male SAME125110 EAS
HG01869 female SAME123192 EAS
HG01862 female SAME123199 EAS
HG01851 female SAME123753 EAS
HG01871 female SAME123398 EAS
HG01867 male SAME123194 EAS
HG01786 female SAME1839312 EUR
HG01840 male SAME123552 EAS
HG01800 female SAME124306 EAS
HG01805 female SAME124301 EAS
HG01989 female SAME1840166 AFR
HG01956 female SAME123978 AFR
HG01914 male SAME1839768 AFR
HG01991 male SAME124743 AMR
HG01968 female SAME124532 AMR
HG02014 male SAME123448 AFR
HG01970 male SAME124327 AMR
HG01921 female SAME123790 AMR
HG02019 female SAME123450 EAS
HG01870 female SAME123397 EAS
HG01918 female SAME123240 AMR
HG01882 male SAME122849 AFR
HG01958 female SAME1839349 AFR
HG01920 male SAME123789 AMR
HG02017 male SAME123445 EAS
HG01971 female SAME124326 AMR
HG01965 female SAME1839145 AMR
HG02024 female SAME125182 EAS
HG01945 female SAME124153 AMR
HG01939 female SAME123592 AMR
HG01944 male SAME124152 AMR
HG01938 male SAME123593 AMR
HG01941 male SAME124149 AMR
HG02052 female SAME1839545 AFR
HG01951 female SAME123976 AMR
HG01976 female SAME124325 AMR
HG02057 female SAME124146 EAS
HG01983 female SAME1840106 AMR
HG02026 male SAME125315 EAS
HG01982 male SAME1840111 AMR
HG01926 male SAME123783 AMR
HG02040 male SAME1839803 EAS
HG01933 female SAME123586 AMR
HG01932 male SAME123587 AMR
HG01977 male SAME124324 AMR
HG02012 female SAME1840403 AFR
HG01894 female SAME1840357 AFR
HG01863 female SAME123198 EAS
HG01953 male SAME123974 AMR
HG02113 female SAME124044 EAS
HG01868 female SAME123193 EAS
HG02002 male SAME123618 AMR
HG02049 female SAME123773 EAS
HG02088 male SAME124820 EAS
HG02051 male SAME1839549 AFR
HG02090 male SAME124651 AMR
HG02079 male SAME123098 EAS
HG02095 female SAME1839064 AFR
HG02081 female SAME124826 EAS
HG02108 female SAME1840201 AFR
HG02086 female SAME124675 EAS
HG02020 male SAME125168 EAS
HG02122 male SAME123478 EAS
HG02029 male SAME124021 EAS
HG02025 female SAME125335 EAS
HG02127 female SAME123476 EAS
HG02031 female SAME1839964 EAS
HG01988 male SAME1840175 AFR
HG02146 male SAME1839613 AMR
HG02048 female SAME123772 EAS
HG01990 male SAME1840235 AFR
HG02153 female SAME124791 EAS
HG02137 male SAME1839862 EAS
HG02064 male SAME1839658 EAS
HG02144 female SAME1839624 AFR
HG02069 female SAME123375 EAS
HG02050 male SAME1839555 EAS
HG02070 male SAME124908 EAS
HG02075 female SAME123106 EAS
HG02134 male SAME1839875 EAS
HG02067 male SAME1839388 EAS
HG02006 female SAME1840279 AMR
HG02139 female SAME123660 EAS
HG02013 male SAME1840396 AFR
HG02141 male SAME124611 EAS
HG02151 female SAME1839403 EAS
HG02121 female SAME123479 EAS
HG02189 female SAME125040 EAS
HG02156 female SAME124793 EAS
HG02223 female SAME1839584 EUR
HG02082 male SAME124950 EAS
HG02076 male SAME124913 EAS
HG02087 female SAME124678 EAS
HG02102 female SAME1840155 AMR
HG02165 female SAME124208 EAS
HG02334 male SAME1839307 AFR
HG02107 male SAME1840206 AFR
HG02184 female SAME123216 EAS
HG02339 female SAME1839288 AFR
HG02032 male SAME1839959 EAS
HG02278 female SAME1840367 AMR
HG02353 male SAME1840276 EAS
HG02253 male SAME1839347 AMR
HG02285 male SAME122914 AMR
HG02308 female SAME1839529 AFR
HG02260 female SAME1839139 AMR
HG02233 male SAME1839370 EUR
HG02265 male SAME1839117 AMR
HG02266 female SAME1839110 AMR
HG02238 male SAME1839423 EUR
HG02272 female SAME1840314 AMR
HG02277 male SAME1840370 AMR
HG02374 male SAME1840247 EAS
HG02252 female SAME1839354 AMR
HG02215 female SAME123904 EUR
HG02379 male SAME1840217 EAS
HG02381 male SAME1840033 EAS
HG02271 male SAME1840319 AMR
HG02312 female SAME1839684 AMR
HG02152 female SAME124790 EAS
HG02317 male SAME1839656 AFR
HG02315 female SAME1839666 AFR
HG02284 male SAME1840168 AFR
HG02292 female SAME1839943 AMR
HG02322 female SAME1839444 AFR
HG02291 male SAME1839948 AMR
HG02219 male SAME1839813 EUR
HG02133 female SAME1839882 EAS
HG02221 male SAME123716 EUR
HG02138 male SAME123659 EAS
HG02259 male SAME1839319 AMR
HG02283 male SAME1840173 AFR
HG02140 female SAME124612 EAS
HG02230 female SAME1839383 EUR
HG02235 female SAME123521 EUR
HG02182 female SAME125035 EAS
HG02239 female SAME1839420 EUR
HG02343 male SAME1839091 AFR
HG02187 female SAME125038 EAS
HG02164 female SAME124209 EAS
HG02348 female SAME1839063 AMR
HG02355 male SAME1840269 EAS
HG02497 female SAME1839682 AFR
HG02367 male SAME1840113 EAS
HG02505 female SAME1839351 AFR
HG02188 female SAME122829 EAS
HG02494 female SAME1839698 SAS
HG02512 male SAME1839146 EAS
HG02190 female SAME125259 EAS
HG02502 female SAME1839272 AFR
HG02429 male SAME1839021 AFR
HG02360 male SAME1840391 EAS
HG02436 male SAME1839164 AFR
HG02372 male SAME1840258 EAS
HG02450 female SAME1840144 AFR
HG02470 male SAME1839744 AFR
HG02478 male SAME1839801 AFR
HG02455 male SAME1840198 AFR
HG02420 male SAME1839320 AFR
HG02425 female SAME1839043 AMR
HG02485 female SAME1839564 AFR
HG02323 male SAME1839440 AFR
HG02449 male SAME1840404 AFR
HG02330 male SAME1839237 AFR
HG02536 male SAME1840172 AFR
HG02304 male SAME1839548 AMR
HG02521 male SAME1840327 EAS
HG02377 male SAME1840228 EAS
HG02309 female SAME1839525 AFR
HG02384 male SAME1840011 EAS
HG02462 female SAME1839991 AFR
HG02583 female SAME1839429 AFR
HG02373 male SAME124104 EAS
HG02588 male SAME1839404 AFR
HG02442 male SAME1840352 AFR
HG02380 male SAME1840045 EAS
HG02461 male SAME1839993 AFR
HG02385 male SAME1840006 EAS
HG02392 male SAME1839776 EAS
HG02571 female SAME1839577 AFR
HG02389 male SAME1840085 EAS
HG02397 male SAME123308 EAS
HG02545 male SAME1839939 AFR
HG02391 male SAME1839784 EAS
HG02557 male SAME1840061 AFR
HG02396 male SAME125357 EAS
HG02398 male SAME1839845 EAS
HG02409 male SAME1839457 EAS
HG02568 female SAME1839899 AFR
HG02401 male SAME1839415 EAS
HG02570 male SAME1839582 AFR
HG02406 male SAME1839394 EAS
HG02574 female SAME1839652 AFR
HG02386 male SAME1840001 EAS
HG02675 male SAME1839495 AFR
HG02582 male SAME1839431 AFR
HG02684 male SAME1839292 SAS
HG02682 female SAME1839300 SAS
HG02513 female SAME1839138 EAS
HG02649 female SAME1839852 SAS
HG02691 female SAME1839084 SAS
HG02651 male SAME1839544 SAS
HG02537 female SAME1840165 AFR
HG02696 male SAME1839149 SAS
HG02479 female SAME1839798 AFR
HG02595 female SAME1839204 AFR
HG02613 male SAME1840390 AFR
HG02481 male SAME1839870 AFR
HG02603 male SAME1840287 SAS
HG02620 male SAME1840191 AFR
HG02610 male SAME1840405 AFR
HG02493 male SAME1839704 SAS
HG02555 female SAME1840070 AFR
HG02501 male SAME1839281 AFR
HG02562 female SAME1839832 AFR
HG02549 female SAME1839917 AFR
HG02646 female SAME1839770 AFR
HG02601 female SAME1840293 SAS
HG02586 female SAME1839414 AFR
HG02614 female SAME1840385 AFR
HG02658 female SAME1839597 SAS
HG02621 female SAME1840187 AFR
HG02660 male SAME1839672 SAS
HG02716 female SAME1839981 AFR
HG02594 male SAME1839208 AFR
HG02783 male SAME1839162 SAS
HG02634 male SAME1840031 AFR
HG02790 female SAME1840345 SAS
HG02645 male SAME1839774 AFR
HG02733 male SAME1839874 SAS
HG02722 female SAME1839747 AFR
HG02727 male SAME1839727 SAS
HG02778 female SAME1839100 SAS
HG02757 female SAME1839451 AFR
HG02734 female SAME1839869 SAS
HG02780 male SAME1839169 SAS
HG02721 male SAME1839749 AFR
HG02676 female SAME1839491 AFR
HG02817 female SAME1839819 AFR
HG02836 male SAME1839428 AFR
HG02769 female SAME1839231 AFR
HG02652 female SAME1839541 SAS
HG02771 male SAME1839045 AFR
HG02657 male SAME1839600 SAS
HG02879 female SAME1840355 AFR
